"","State_Name","state_abbr","data_year","totalCrimes","churchesPerState","state_pop","Buddhist","Catholic","Evangelical.Protestant","Hindu","Historically.Black.Protestant","Jehovah.s.Witness","Jewish","Mainline.Protestant","Mormon","Muslim","Orthodox.Christian","Other.Christian","Other.Faiths","Other.World.Religions","Unaffiliated..religious..nones..","Don.t.know"
"221","South Carolina","SC",2022,2,5909,5282955,0,590.9,2068.15,0,0.15,59.09,0.01,945.44,59.09,0,59.09,0,59.09,0,1122.71,0.01
"222","South Carolina","SC",2019,1,5909,5148714,0,590.9,2068.15,0,0.15,59.09,0.01,945.44,59.09,0,59.09,0,59.09,0,1122.71,0.01
"223","South Carolina","SC",2018,2,5909,5084156,0,590.9,2068.15,0,0.15,59.09,0.01,945.44,59.09,0,59.09,0,59.09,0,1122.71,0.01
"224","South Carolina","SC",2017,1,5909,5021268,0,590.9,2068.15,0,0.15,59.09,0.01,945.44,59.09,0,59.09,0,59.09,0,1122.71,0.01
"225","South Dakota","SD",2014,1,985,849129,9.85,216.7,246.25,0,0,0,0,315.2,0,0,0,0,19.7,0,177.3,0
"226","South Dakota","SD",2016,2,985,862996,9.85,216.7,246.25,0,0,0,0,315.2,0,0,0,0,19.7,0,177.3,0
"227","South Dakota","SD",2020,1,985,887852,9.85,216.7,246.25,0,0,0,0,315.2,0,0,0,0,19.7,0,177.3,0
"228","Tennessee","TN",2015,4,4648,6591170,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"229","Tennessee","TN",2016,1,4648,6646010,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"230","Tennessee","TN",2014,3,4648,6541223,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"231","Tennessee","TN",2018,5,4648,6771631,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"232","Tennessee","TN",2022,1,4648,7048976,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"233","Tennessee","TN",2021,2,4648,6963709,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"234","Tennessee","TN",2020,5,4648,6926091,46.48,278.88,2416.96,0,0.08,46.48,0.01,604.24,46.48,46.48,0,0,46.48,0,650.72,0.01
"235","Texas","TX",2022,41,21754,30029848,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"236","Texas","TX",2017,8,21754,28295273,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"237","Texas","TX",2019,17,21754,28995881,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"238","Texas","TX",2018,15,21754,28628666,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"239","Texas","TX",2014,3,21754,26964333,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"240","Texas","TX",2015,6,21754,27470056,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"241","Texas","TX",2016,9,21754,27914410,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"242","Texas","TX",2021,26,21754,29561286,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"243","Texas","TX",2020,10,21754,29234361,217.54,5003.42,6743.74,0,0.06,217.54,0.01,2828.02,217.54,217.54,0,217.54,217.54,0,3915.72,0
"244","Utah","UT",2014,1,782,2936879,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"245","Utah","UT",2021,8,782,3339284,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"246","Utah","UT",2015,2,782,2981835,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"247","Utah","UT",2017,4,782,3101042,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"248","Utah","UT",2019,5,782,3205958,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"249","Utah","UT",2020,7,782,3283982,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"250","Utah","UT",2022,5,782,3381236,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"251","Utah","UT",2018,1,782,3153550,7.82,39.1,54.74,0,0,0,0,46.92,430.1,7.82,0,0,15.64,0,172.04,0.01
"252","Vermont","VT",2019,1,404,623989,4.04,88.88,44.44,0.01,0,8.08,0.02,76.76,0,0,4.04,0,12.12,0.01,149.48,0.02
"253","Vermont","VT",2015,1,404,625216,4.04,88.88,44.44,0.01,0,8.08,0.02,76.76,0,0,4.04,0,12.12,0.01,149.48,0.02
"254","Virginia","VA",2017,4,6814,8463587,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"255","Virginia","VA",2022,7,6814,8679099,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"256","Virginia","VA",2015,2,6814,8361808,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"257","Virginia","VA",2016,2,6814,8410106,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"258","Virginia","VA",2021,1,6814,8657348,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"259","Virginia","VA",2020,3,6814,8637193,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"260","Virginia","VA",2018,1,6814,8501286,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"261","Virginia","VA",2019,3,6814,8535519,68.14,817.68,2044.2,0,0.12,68.14,0.01,1090.24,136.28,68.14,68.14,0,68.14,0,1362.8,0
"262","Washington","WA",2021,21,5325,7741433,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"263","Washington","WA",2022,37,5325,7784477,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"264","Washington","WA",2019,15,5325,7614893,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"265","Washington","WA",2015,9,5325,7163657,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"266","Washington","WA",2017,19,5325,7423362,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"267","Washington","WA",2018,20,5325,7523869,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"268","Washington","WA",2016,15,5325,7294771,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"269","Washington","WA",2020,20,5325,7724566,53.25,905.25,1331.25,0.01,0.02,53.25,0.01,692.25,159.75,0,0,53.25,159.75,0,1704,0.01
"270","West Virginia","WV",2014,1,1508,1849489,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"271","West Virginia","WV",2020,1,1508,1791562,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"272","West Virginia","WV",2015,1,1508,1842050,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"273","West Virginia","WV",2022,3,1508,1774035,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"274","West Virginia","WV",2016,1,1508,1831023,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"275","West Virginia","WV",2019,5,1508,1792147,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"276","West Virginia","WV",2021,2,1508,1785249,0,90.48,588.12,0,0.02,15.08,0.01,437.32,30.16,15.08,0,0,15.08,0,271.44,0.01
"277","Wisconsin","WI",2018,2,4120,5807406,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"278","Wisconsin","WI",2016,1,4120,5772628,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"279","Wisconsin","WI",2020,3,4120,5896700,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"280","Wisconsin","WI",2021,11,4120,5879978,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"281","Wisconsin","WI",2022,8,4120,5890543,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"282","Wisconsin","WI",2019,1,4120,5822434,0,1030,906.4,0,0.04,41.2,0.01,741.6,0,41.2,41.2,0,41.2,0,1030,0
"283","Wyoming","WY",2022,1,481,581629,4.81,67.34,129.87,0,0,0,0,76.96,43.29,0,0,4.81,14.43,0,125.06,0
